Username,Movie 1,Movie 2,Movie 3,Movie 4,Movie 5,Movie 6,Movie 7,Movie 8,score_12_12,rank_12_12
Amanda Violetto,Queer, Gladiator II, Challengers, Nosferatu, I Saw the TV Glow, Janet Planet, Babygirl, Megalopolis,760.0,11300.0
littlebitofyeah,Gladiator II, Babygirl, The Brutalist, Nosferatu, The Last Showgirl, Maria, The Room Next Door, My Dead Friend Zoe,835.0,10351.0
MyNameIsCharlieAndILoveMovies,Dune: Part Two, Challengers, The Life of Chuck, Didi, A Real Pain, The Brutalist, Babygirl, Eden,891.0,9564.0
VenomDiagram,Joker: Folie a Deux, Venom: The Last Dance, Here, The Return, Parthenope, Woman of the Hour, Gladiator II, The Life of Chuck,624.0,12701.0
Lady Bird,Dune: Part Two, Civil War, Anora, Challengers, The Room Next Door, Smile 2, Blink Twice, Babygirl,831.0,10402.0
Madeline Khanclave,Gladiator II, Conclave, Babygirl, Saturday Night, Wallace & Gromit: Vengeance Most Fowl, Hard Truths, Will & Harper, The Life of Chuck,849.0,10167.0
Dusty,Joker: Folie a Deux, Conclave, September 5, Venom: The Last Dance, Saturday Night, Nosferatu, Sonic the Hedgehog 3, Bird,751.0,11390.0
Jonah,Sing Sing, Didi, The Wild Robot, Nosferatu, Memoir of a Snail, Smile 2, Joker: Folie a Deux, A Complete Unknown,756.0,11343.0
Inside Out 12 Divorce,Queer, Venom: The Last Dance, Civil War, Six Triple Eight, Gladiator II, Inside Out 2, The Room Next Door, Furiosa: A Mad Max Saga,674.0,12226.0
Anthony Salgado,Sing Sing, A Complete Unknown, We Live in Time, Thelma, The Wild Robot, A Different Man, Here, Challengers,781.0,11048.0
Zay,Deadpool & Wolverine, September 5, Inside Out 2, Beetlejuice Beetlejuice, Abigail, Venom: The Last Dance, The Fall Guy, Gladiator II,689.0,12054.0
mrjumpshot,Conclave, A Complete Unknown, Joker: Folie a Deux, Nickel Boys, We Live in Time, Nosferatu, Y2K, Heretic,876.0,9770.0
teeharns,Dune: Part Two, Anora, Venom: The Last Dance, Saturday Night, Sonic the Hedgehog 3, Juror #2," ""The Lord of the Rings: The War of the Rohirrim
""", The Life of Chuck,786.0,10975.0
Billy123,Joker: Folie a Deux, Bird, The Outrun, The Seed of the Sacred Fig, The Substance, All We Imagine As Light, Kneecap, Gladiator II,789.0,10932.0
yelahyeh,Dune: Part Two, Anora, A Complete Unknown, Challengers, The Room Next Door, The Apprentice, Kneecap, Christmas Eve in Miller's Point,887.0,9624.0
Holly Rushes Movies,Gladiator II, Conclave, A Real Pain, Blitz, Kneecap, Bagman, The Outrun, Lee,859.0,10033.0
SlyD,Gladiator II, Rebel Moon — Part Two: The Scargiver, Inside Out 2, The Wild Robot, Beetlejuice Beetlejuice, Venom: The Last Dance, Deadpool & Wolverine, Transformers One,679.0,12163.0
CoreyP,Gladiator II, Nickel Boys, Hard Truths, We Live in Time, Nosferatu, Bird, I Saw the TV Glow, Monkey Man,789.0,10932.0
jerm,Dune: Part Two, Moana 2, Nosferatu, Longlegs, I Saw the TV Glow, Sonic the Hedgehog 3, Megalopolis, Madame Web,721.0,11716.0
libbypsd,Gladiator II, A Complete Unknown, The Outrun, Lee, We Live in Time, Joker: Folie a Deux, The Last Showgirl, The Apprentice,724.0,11688.0
Im Thinking of Ending It With Us,Here, Heretic," ""The Lord of the Rings: The War of the Rohirrim
""", Anora, Nickel Boys, Eden, Joker: Folie a Deux, The Room Next Door,810.0,10677.0
Ziegz,The American Society of Magical Negroes, Mothers' Instinct, Here, Mufasa: The Lion King, Moana 2, Kinds of Kindness, Joker: Folie a Deux, Queer,656.0,12393.0
Tombaroli Triangle,Dune: Part Two, Conclave, The Brutalist, Babygirl, The Piano Lesson, Will & Harper, Flow, Sugarcane,955.0,8595.0
jungle321jungle,Abigail, Monkey Man, Dune: Part Two, Civil War, Challengers, Inside Out 2, Moana 2, Transformers One,731.0,11619.0
jazaj,Dune: Part Two, Moana 2, Inside Out 2, Transformers One, Civil War, Monkey Man, Challengers, Abigail,731.0,11619.0
Flash0833,Anora, Gladiator II, The Wild Robot, Super/Man: The Christopher Reeve Story, Kingdom of the Planet of the Apes, Sonic the Hedgehog 3, Alien: Romulus, The Promised Land,808.0,10707.0
Liron,Emilia Perez, Conclave, Blitz, The Brutalist, Babygirl, The Room Next Door, The Promised Land, Christmas Eve in Miller's Point,970.0,8386.0
Hot Shots Folie a Deux,Blitz, The Piano Lesson, Sing Sing, The Wild Robot, The Brutalist, The Substance, The Room Next Door, I Am Celine Dion,920.0,9107.0
garshia,Dune: Part Two, Sing Sing, The Substance, Joker: Folie a Deux, Alien: Romulus, His Three Daughters, Heretic, Flow,860.0,10015.0
DivaGur,Gladiator II, Smile 2, Emilia Perez, The Seed of the Sacred Fig, The Room Next Door, I'm Still Here, Sonic the Hedgehog 3, Memoir of a Snail,793.0,10878.0
Salad,Dune: Part Two, A Real Pain, Challengers, We Live in Time, I Saw the TV Glow, My Old Ass, The Substance, Wallace & Gromit: Vengeance Most Fowl,885.0,9647.0
MrButterscotch,Anora, Megalopolis, Sasquatch Sunset, Twisters, Here, Blitz, A Complete Unknown, The Brutalist,895.0,9503.0
johnnysuedejr,Gladiator II, Joker: Folie a Deux, The Brutalist, Nosferatu, We Live in Time, The Last Showgirl, Megalopolis, My Dead Friend Zoe,807.0,10720.0
FariMazzotta,Nickel Boys, The Brutalist, The Wild Robot, The Piano Lesson, Didi, Hard Truths, The Seed of the Sacred Fig, We Live in Time,859.0,10033.0
TheWildRabbit,Dune: Part Two, Emilia Perez, The Wild Robot, Venom: The Last Dance, Babygirl, Sugarcane, Super/Man: The Christopher Reeve Story, The Black Box Diaries,794.0,10868.0
Kattzombiee,A Complete Unknown, The Outrun, The Room Next Door, Anora, Longlegs, Emilia Perez, Blink Twice, Maria,894.0,9515.0
sonnet2criticschoice,Queer, The Seed of the Sacred Fig, Conclave, A Complete Unknown, The Wild Robot, Saturday Night, The Substance, September 5,959.0,8541.0
Justin E,Dune: Part Two, Anora, The Brutalist, Hard Truths, Nosferatu, The Outrun, Longlegs, The Black Box Diaries,974.0,8321.0
The United Servo Academy Mens Chorus,Inside Out 2, Challengers, Sonic the Hedgehog 3, Red One, Nightbitch, Heretic, Will & Harper, Gladiator II,727.0,11660.0
JDymon,Eden, Queer, The Brutalist, Bird, Babygirl, The Piano Lesson, A Real Pain, Joker: Folie a Deux,799.0,10815.0
Claire Fitz,Inside Out 2, Moana 2, Blitz, The Outrun, The Wild Robot, Spellbound, The Apprentice, Juror #2,666.0,12318.0
Dan Hajducky,Oh Canada, Anora, Inside Out 2, Challengers, Furiosa: A Mad Max Saga, The Room Next Door, Emilia Perez, Nosferatu,903.0,9374.0
Samburgler,Dune: Part Two, Anora, His Three Daughters, Queer, Thelma, The Substance, Deadpool & Wolverine, Kinds of Kindness,938.0,8832.0
Alethia St Joan,Furiosa: A Mad Max Saga, Stress Positions, I Saw the TV Glow, Drive-Away Dolls, Love Lies Bleeding, Anora, Blitz, Emilia Perez,863.0,9976.0
The New Rachel Challenger Champion,Dune: Part Two, Anora, Nickel Boys, Challengers, Megalopolis, The Last Showgirl, The Black Box Diaries, My Dead Friend Zoe,913.0,9216.0
Corey Schneider,Inside Out 2, Anora, Conclave, Kingdom of the Planet of the Apes, Twisters, Beetlejuice Beetlejuice, Challengers, Sonic the Hedgehog 3,903.0,9374.0
AdamKajs,Dune: Part Two, Moana 2, Joker: Folie a Deux, The Instigators, Deadpool & Wolverine, Twisters, Monkey Man, Arthur the King,689.0,12054.0
MAMFAW,The Wild Robot, Saturday Night, Joker: Folie a Deux, Sing Sing, A Different Man, Nosferatu, The Fall Guy, A Real Pain,783.0,11021.0
Anomymouse,The Promised Land, Transformers One, Alien: Romulus, Twisters, The Bikeriders, Dune: Part Two, Joker: Folie a Deux, Moana 2,669.0,12284.0
Diputsman,Dune: Part Two, Challengers, Anora, The Substance," ""The Lord of the Rings: The War of the Rohirrim
""", Furiosa: A Mad Max Saga, Kinds of Kindness, Nightbitch,938.0,8832.0
thisisnotacupholder,Dune: Part Two, Moana 2, Joker: Folie a Deux, Longlegs, Deadpool & Wolverine, Alien: Romulus, MaXXXine, Godzilla x Kong: The New Empire,674.0,12226.0
parmejohnathan,Gladiator II, The Substance, Nosferatu, Heretic, Challengers, The Apprentice, The Outrun, Mufasa: The Lion King,867.0,9915.0
PhobosDeimos2,Dune: Part Two, Anora, Emilia Perez, The Room Next Door, The Promised Land, Evil Does Not Exist, MaXXXine, All We Imagine As Light,928.0,8970.0
Loki,Anora, Dune: Part Two, Juror #2, The Substance, Challengers, Super/Man: The Christopher Reeve Story, Nosferatu, Nightbitch,953.0,8622.0
DylanNewe,Anora, Emilia Perez, Inside Out 2, Kneecap, The Room Next Door, The Piano Lesson, Hard Truths, Nosferatu,903.0,9374.0
hongsolo,Dune: Part Two, The Substance, Twisters, The Brutalist, A Complete Unknown, The Wild Robot, The Apprentice, Deadpool & Wolverine,969.0,8406.0
thesweatamasta,Dune: Part Two, Anora, Challengers, Babygirl, The Room Next Door, His Three Daughters, Daughters, Flow,858.0,10047.0
the titular women,Emilia Perez, Anora, Maria, The Wild Robot, Thelma, Will & Harper, I Am Celine Dion, Janet Planet,888.0,9608.0
chattykathy7914,Civil War, The Wild Robot, Didi, Anora, Queer, Babygirl, Challengers, Twisters,818.0,10557.0
RyanGoslingsPapyrus,Anora, Conclave, The Wild Robot, Sonic the Hedgehog 3," ""The Lord of the Rings: The War of the Rohirrim
""", Nosferatu, Saturday Night, Hard Truths,932.0,8911.0
Smergsmarg,Anora, I Saw the TV Glow, Dune: Part Two, Challengers, Beetlejuice Beetlejuice, Janet Planet, The Life of Chuck, We Live in Time,852.0,10125.0
The Last Nightbitch,Gladiator II, Emilia Perez, Evil Does Not Exist, A Complete Unknown, Nightbitch, On Becoming a Guinea Fowl, The Last Showgirl, I Am Celine Dion,830.0,10415.0
rpm2080,Anora, Sing Sing, Queer, Nosferatu, Kinds of Kindness, Problemista, We Live in Time, Didi,852.0,10125.0
VooLawesome,Blitz, The Wild Robot, My Old Ass, Joker: Folie a Deux, Venom: The Last Dance, Evil Does Not Exist, Civil War, Emilia Perez,712.0,11818.0
misuseofthewormjuice,Dune: Part Two, A Complete Unknown, The Brutalist, Babygirl, Saturday Night, Hard Truths, Smile 2, Daughters,867.0,9915.0
Dsanborn,Moana 2, Y2K, The Life of Chuck, Elton John: Never Too Late, A Complete Unknown, The End, Nosferatu, Dune: Part Two,753.0,11374.0
MEH,Gladiator II, Sing Sing, A Complete Unknown, His Three Daughters, The Room Next Door, Tuesday, Fancy Dance, MaXXXine,780.0,11061.0
Charlie,Anora, Dune: Part Two, Babygirl, Kneecap, Daughters, The Brutalist, Saturday Night, Civil War,942.0,8775.0
anathon,Dune: Part Two, The Wild Robot, All We Imagine As Light, My Old Ass, Evil Does Not Exist, Didi, We Live in Time, Anora,867.0,9915.0
Double Trouble,Blitz, Anora, Emilia Perez, The Seed of the Sacred Fig, The Best Christmas Pageant Ever, Babygirl, The Room Next Door, Will & Harper,872.0,9838.0
kcilo,Gladiator II, Here, The Piano Lesson, September 5, The Apprentice, Red One, Saturday Night, The Room Next Door,710.0,11834.0
I Saw The TV Transition,Juror #2, The Apprentice, Dune: Part Two, Joker: Folie a Deux, The Piano Lesson, A Complete Unknown, I Saw the TV Glow, The Substance,827.0,10451.0
BoratFan420,Anora, Emilia Perez, Joker: Folie a Deux, The Seed of the Sacred Fig, Daughters, Maria, The Life of Chuck, Juror #2,846.0,10200.0
Stephanie M Stephens,We Live in Time, It Ends With Us, Moana 2," ""The Lord of the Rings: The War of the Rohirrim
""", Piece by Piece, Deadpool & Wolverine, Joker: Folie a Deux, Inside Out 2,627.0,12662.0
LiveTangent,Wallace & Gromit: Vengeance Most Fowl, Sing Sing, Inside Out 2, Heretic, I Am Celine Dion, Gladiator II, Piece by Piece, The Apprentice,775.0,11118.0
Glen Powell hater,Gladiator II, Queer, Babygirl, Challengers, Nosferatu, Woman of the Hour, Saturday Night, The Substance,849.0,10167.0
felixcx,The Wild Robot, Trap, Emilia Perez, Heretic, Thelma, Between the Temples, Lee, Gladiator II,826.0,10462.0
Tyrann00saurus,Gladiator II, Blitz, The Brutalist, The Outrun, Super/Man: The Christopher Reeve Story, We Live in Time, Saturday Night, All We Imagine As Light,819.0,10545.0
Chettie,Dune: Part Two, We Live in Time, Juror #2, Lee, Moana 2, The Wild Robot, Super/Man: The Christopher Reeve Story, Brothers,717.0,11759.0
U Doin Dune 2 To My Tune Too,Dune: Part Two, Emilia Perez, The Brutalist, September 5, A Real Pain, Daughters, Kneecap, The Black Box Diaries,991.0,8045.0
MM,Moana 2," ""The Lord of the Rings: The War of the Rohirrim
""", Horizon: An American Saga — Chapter 1, Kraven the Hunter, Queer, Bird, Here, Joker: Folie a Deux,626.0,12674.0
Christian DiMartino,Anora, Maria, Queer, Babygirl, Beetlejuice Beetlejuice, Challengers, Nosferatu, Heretic,840.0,10287.0
jamrayflo,Conclave, Babygirl, The Brutalist, Blitz, Maria, The Piano Lesson, Thelma, His Three Daughters,880.0,9715.0
PeteFromNH,Furiosa: A Mad Max Saga, Gladiator II, Challengers, Joker: Folie a Deux, Sonic the Hedgehog 3, Red One, Juror #2, Megalopolis,683.0,12123.0
MarkZO,Sonic the Hedgehog 3, Furiosa: A Mad Max Saga, Gladiator II, Anora, The Wild Robot, Daughters, The Black Box Diaries, Ultraman: Rising,828.0,10437.0
Howard,Dune: Part Two, Mufasa: The Lion King, Wicked, Beetlejuice Beetlejuice, Sonic the Hedgehog 3, Alien: Romulus, Ultraman: Rising, The Front Room,865.0,9941.0
thebrutalizer,Dune: Part Two, Conclave, Nickel Boys, The Brutalist, Will & Harper, I'm Still Here, Kneecap, The Promised Land,1000.0,7923.0
scandinavian nepobaby,Dune: Part Two, September 5, Anora, The Apprentice, Nightbitch, Twisters, Saturday Night, All We Imagine As Light,866.0,9926.0
dawko29,Dune: Part Two, The Brutalist, Challengers, The Room Next Door, Kinds of Kindness, The Substance, September 5, Babygirl,950.0,8663.0
Wheezy,Conclave, The Brutalist, The Wild Robot, The Substance, I Am Celine Dion, Will & Harper, Civil War, Dune: Part Two,1040.0,7319.0
morganmcgary,Dune: Part Two, Cuckoo, Twisters, The Brutalist, Challengers, Conclave, Didi, Kinds of Kindness,955.0,8595.0
Citizen Kane Mutiny on the Bounty Paper Towels,The Brutalist, Gladiator II, Inside Out 2, The Piano Lesson, Daughters, The Apprentice, Deadpool & Wolverine, Will & Harper,814.0,10626.0
Lee,Inside Out 2, Nickel Boys, A Complete Unknown, Challengers, Sing Sing, The Piano Lesson, Evil Does Not Exist, Daughters,815.0,10609.0
Tuesday Nights Alright for Moviegoing,Emilia Perez, The Brutalist, The Room Next Door, Red One, The Seed of the Sacred Fig, Blitz, Thelma, The Fire Inside,845.0,10217.0
spookyjzargo,Saturday Night, The Room Next Door, Will & Harper, The Apprentice, Anora, Emilia Perez, Maria, We Live in Time,875.0,9788.0
2Joker2Gaga,"""The Lord of the Rings: The War of the Rohirrim
""", Gladiator II, Megalopolis, Sonic the Hedgehog 3, Venom: The Last Dance, Joker: Folie a Deux, Flight Risk, Wallace & Gromit: Vengeance Most Fowl,627.0,12662.0
Neil,Nightbitch, I Am Celine Dion, The Room Next Door, The Outrun, A Different Man, Anora, Blitz, Emilia Perez,864.0,9960.0
glutenfreejazz,Anora, Joker: Folie a Deux, Nosferatu, Smile 2, The Apprentice, Eden, Heretic, Oh Canada,760.0,11300.0
Will Martin,Moana 2, Dune: Part Two, Babygirl, Horizon: An American Saga — Chapter 1, Alien: Romulus, We Live in Time, Kingdom of the Planet of the Apes, Super/Man: The Christopher Reeve Story,690.0,12035.0
Seabass110,Godzilla x Kong: The New Empire, Hard Truths, Saturday Night, Babygirl, Challengers, The Wild Robot, Emilia Perez, Nickel Boys,864.0,9960.0
Seabass0121,Godzilla x Kong: The New Empire, Hard Truths, Saturday Night, Babygirl, Challengers, The Wild Robot, Emilia Perez, Nickel Boys,864.0,9960.0
Rohith,Joker: Folie a Deux, Gladiator II, Mufasa: The Lion King, Venom: The Last Dance, Emmanuelle, Nutcrackers, Better Man, The Life of Chuck,652.0,12434.0
klunder,Gladiator II, Joker: Folie a Deux, Deadpool & Wolverine, Mufasa: The Lion King, Transformers One, Venom: The Last Dance, Mothers' Instinct, Back in Action ,652.0,12434.0
coopdog,Joker: Folie a Deux, Gladiator II, Venom: The Last Dance, It Ends With Us, Deadpool & Wolverine, The Fall Guy, Transformers One, Sonic the Hedgehog 3,627.0,12662.0
Aces Wild,Deadpool & Wolverine, Gladiator II, Joker: Folie a Deux, Mufasa: The Lion King, Venom: The Last Dance, The Crow, The Killer's Game, Transformers One,652.0,12434.0
Cdiaz,Gladiator II, Joker: Folie a Deux, Transformers One, Mufasa: The Lion King, Venom: The Last Dance, Deadpool & Wolverine, Brothers, Frida,652.0,12434.0
Deez nutz,Venom: The Last Dance, Borderlands, Deadpool & Wolverine, Joker: Folie a Deux, Gladiator II, Mufasa: The Lion King, Transformers One, My Dead Friend Zoe,652.0,12434.0
Studio Dribbly,Anora, Emilia Perez, Inside Out 2, The Wild Robot, Saturday Night, The Life of Chuck, The Order, Heretic,899.0,9433.0
Deacon05oc,Joker: Folie a Deux, Sonic the Hedgehog 3, Venom: The Last Dance, Horizon: An American Saga — Chapter 1, Kingdom of the Planet of the Apes, Rebel Moon — Part Two: The Scargiver, Gladiator II, Super/Man: The Christopher Reeve Story,627.0,12662.0
Anora Efron,Gladiator II, Anora, Mufasa: The Lion King, His Three Daughters, Problemista, Piece by Piece, Kneecap, The Black Box Diaries,837.0,10325.0
Phil K,Gladiator II, Mufasa: The Lion King, Conclave, Heretic, The Bikeriders, On Becoming a Guinea Fowl, Civil War, The Substance,932.0,8911.0
TashaS,Piece by Piece, Blitz, Wicked, We Live in Time, The Seed of the Sacred Fig, Kneecap, The End, The Outrun,799.0,10815.0
Zu,Relay, Moana 2, Babygirl, The Room Next Door, Nosferatu, Mufasa: The Lion King, Saturday Night, The Piano Lesson,690.0,12035.0
Roman Mun,Dune: Part Two, Mufasa: The Lion King, Nosferatu, Venom: The Last Dance, Juror #2, The Brutalist, All We Imagine As Light, The End,819.0,10545.0
The Roobz,Gladiator II, Nightbitch, Emilia Perez, The Room Next Door, The Substance, Lee, Juror #2, Civil War,877.0,9756.0
Paris 2024 Folie a Trois,Dune: Part Two, Emilia Perez, The Brutalist, The Wild Robot, All We Imagine As Light, Evil Does Not Exist, I'm Still Here, Piece by Piece,944.0,8739.0
Still Alex,Will & Harper, Nosferatu, Saturday Night, The Room Next Door, September 5, The Piano Lesson, Moana 2, Blitz,695.0,11988.0
Alex Krueger,Will & Harper, Moana 2, Blitz, The Room Next Door, The Piano Lesson, Saturday Night, Nosferatu, September 5,695.0,11988.0
EGOTs a lot,Dune: Part Two, Didi, Saturday Night, Moana 2, Super/Man: The Christopher Reeve Story, Will & Harper, Deadpool & Wolverine, Kingdom of the Planet of the Apes,730.0,11630.0
guthball,Problemista, Anora, Monkey Man, Challengers, Stress Positions, Memoir of a Snail, Sing Sing, Nightbitch,828.0,10437.0
Kswans,Nickel Boys, Queer, Megalopolis, Will & Harper, Anora, Bird, The Room Next Door, A Different Man,838.0,10312.0
Feel The Faistasy,Dune: Part Two, Anora, Babygirl, Conclave, Daughters, Memoir of a Snail, The Life of Chuck, Sugarcane,938.0,8832.0
Vindaloo,Joker: Folie a Deux, The Piano Lesson, Nosferatu, Here, The End, Memoir of a Snail, Nickel Boys, Anora,813.0,10642.0
Prthead77,Moana 2, Transformers One, Beetlejuice Beetlejuice, Deadpool & Wolverine," ""The Lord of the Rings: The War of the Rohirrim
""", Alien: Romulus, Inside Out 2, Joker: Folie a Deux,614.0,12802.0
Particat611,Joker: Folie a Deux, Inside Out 2, Sonic the Hedgehog 3, Beetlejuice Beetlejuice, Nosferatu, Twisters, Moana 2, I Am Celine Dion,644.0,12506.0
Matty,A Complete Unknown, Anora, Deadpool & Wolverine," ""The Lord of the Rings: The War of the Rohirrim
""", The Last Showgirl, Super/Man: The Christopher Reeve Story, Dune: Part Two, Challengers,883.0,9679.0
irulan,Anora, Emilia Perez, Daughters, The Life of Chuck, The Substance, The Instigators, Dune: Part Two, On Becoming a Guinea Fowl,1003.0,7876.0
